country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","20-04-2026 21:00:00",19.786089,72.757971,PM2.5,48,49,49
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","20-04-2026 21:00:00",19.786089,72.757971,NO2,18,19,19
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","20-04-2026 21:00:00",19.786089,72.757971,SO2,19,20,19
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","20-04-2026 21:00:00",19.786089,72.757971,OZONE,30,31,31
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","20-04-2026 21:00:00",19.962900,79.298714,NH3,NA,NA,NA
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","20-04-2026 21:00:00",19.9775302,79.2337086,NO2,NA,NA,NA
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","20-04-2026 21:00:00",19.9775302,79.2337086,NH3,NA,NA,NA
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","20-04-2026 21:00:00",20.939198,77.765701,NO2,5,83,18
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","20-04-2026 21:00:00",20.939198,77.765701,OZONE,2,67,54
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","20-04-2026 21:00:00",19.875620,75.387310,OZONE,21,87,73
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","20-04-2026 21:00:00",19.8389439,75.244448,PM2.5,34,160,76
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","20-04-2026 21:00:00",19.863756,75.321188,PM10,50,105,76
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","20-04-2026 21:00:00",19.863756,75.321188,OZONE,14,79,51
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","20-04-2026 21:00:00",19.16485,73.23409,PM2.5,39,66,53
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","20-04-2026 21:00:00","19.2268427 ","73.0788456 ",CO,8,40,14
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","20-04-2026 21:00:00","19.2268427 ","73.0788456 ",OZONE,1,43,24
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","20-04-2026 21:00:00",21.001264,75.565602,NO2,4,39,13
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","20-04-2026 21:00:00",21.001264,75.565602,SO2,1,27,7
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","20-04-2026 21:00:00",19.854616,75.905894,SO2,4,7,5
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","20-04-2026 21:00:00",19.854616,75.905894,CO,8,67,26
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","20-04-2026 21:00:00",19.25292,73.142019,PM2.5,NA,NA,NA
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","20-04-2026 21:00:00",19.25292,73.142019,PM10,NA,NA,NA
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","20-04-2026 21:00:00",16.6870449,74.2505872,NH3,3,3,3
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","20-04-2026 21:00:00",16.7143745,74.2426398,NO2,NA,NA,NA
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","20-04-2026 21:00:00",16.7143745,74.2426398,CO,9,62,32
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","20-04-2026 21:00:00",16.7143745,74.2426398,OZONE,24,87,79
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","20-04-2026 21:00:00",18.1023399,73.4783687,NH3,3,8,5
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","20-04-2026 21:00:00",18.1023399,73.4783687,CO,16,55,34
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","20-04-2026 21:00:00",20.555712,74.529236,NH3,NA,NA,NA
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","20-04-2026 21:00:00",20.719516,77.000253,NH3,4,21,6
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","20-04-2026 21:00:00",20.719516,77.000253,OZONE,7,93,77
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","20-04-2026 21:00:00",19.2157840,73.1997810,PM2.5,20,75,47
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","20-04-2026 21:00:00",19.2157840,73.1997810,PM10,41,94,62
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","20-04-2026 21:00:00",20.9402359,77.7895248,NH3,2,3,2
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","20-04-2026 21:00:00",19.065931,72.862131,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","20-04-2026 21:00:00",19.065931,72.862131,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","20-04-2026 21:00:00",19.23241,72.86895,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","20-04-2026 21:00:00",19.23241,72.86895,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","20-04-2026 21:00:00",19.2243333,72.8658113,SO2,10,17,14
India,"Madhya Pradesh",Ujjain,"Mahashweta Nagar, Ujjain - MPPCB","20-04-2026 21:00:00",23.1633321,75.800225,CO,14,41,21
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","20-04-2026 21:00:00",19.10122,74.73339,PM2.5,50,77,67
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","20-04-2026 21:00:00",18.9942180,72.8158167,CO,12,20,13
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","20-04-2026 21:00:00",21.121801,79.04952,PM2.5,42,89,62
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","20-04-2026 21:00:00",21.121801,79.04952,NO2,15,18,15
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","20-04-2026 21:00:00",21.121801,79.04952,NH3,1,26,6
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","20-04-2026 21:00:00",21.121801,79.04952,OZONE,1,81,59
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","20-04-2026 21:00:00",21.14472,79.107595,NH3,4,27,11
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","20-04-2026 21:00:00",21.152875,79.0517531,PM2.5,NA,NA,NA
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","20-04-2026 21:00:00",21.143383,79.048912,NO2,5,85,18
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","20-04-2026 21:00:00",21.143383,79.048912,SO2,4,37,14
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","20-04-2026 21:00:00",21.143383,79.048912,CO,16,90,38
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","20-04-2026 21:00:00",21.143383,79.048912,OZONE,7,59,45
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","20-04-2026 21:00:00",20.0073285,73.7762427,PM2.5,39,362,167
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","20-04-2026 21:00:00",20.0073285,73.7762427,PM10,46,315,135
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","20-04-2026 21:00:00",20.0073285,73.7762427,NO2,5,5,5
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","20-04-2026 21:00:00",20.0073285,73.7762427,CO,26,27,26
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","20-04-2026 21:00:00",19.950220,73.731480,PM2.5,46,129,87
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","20-04-2026 21:00:00",19.9591346,73.7788008,PM10,55,101,74
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","20-04-2026 21:00:00",19.9591346,73.7788008,OZONE,11,85,70
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","20-04-2026 21:00:00",19.090337,73.014232,PM10,49,173,98
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","20-04-2026 21:00:00",19.1135051,73.008978,PM2.5,22,348,83
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","20-04-2026 21:00:00",19.1135051,73.008978,NO2,58,59,58
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","20-04-2026 21:00:00",19.1135051,73.008978,SO2,17,19,18
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","20-04-2026 21:00:00",19.008751,73.016620,NH3,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","20-04-2026 21:00:00",19.008751,73.016620,SO2,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","20-04-2026 21:00:00",19.0575752,73.0151367,CO,4,46,16
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","20-04-2026 21:00:00",19.02579,73.10297,PM10,37,119,70
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","20-04-2026 21:00:00",19.0630,73.1209,PM2.5,47,99,72
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","20-04-2026 21:00:00",19.0630,73.1209,PM10,86,120,105
India,Maharashtra,Pimpri-Chinchwad,"Bhumkar Nagar, Pimpri-Chinchwad - IITM","20-04-2026 21:00:00",18.605770,73.749976,PM2.5,46,313,102
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","20-04-2026 21:00:00",19.04946,72.9230,SO2,1,14,4
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","20-04-2026 21:00:00",19.083694,72.920967,NH3,6,21,9
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","20-04-2026 21:00:00",19.083694,72.920967,OZONE,7,64,33
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","20-04-2026 21:00:00",19.215859,72.831718,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","20-04-2026 21:00:00",19.215859,72.831718,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","20-04-2026 21:00:00",19.0632143,72.8456324,NO2,1,29,8
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","20-04-2026 21:00:00",19.0632143,72.8456324,NH3,9,19,12
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","20-04-2026 21:00:00",19.0632143,72.8456324,OZONE,14,56,31
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","20-04-2026 21:00:00",19.0863,72.8888,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","20-04-2026 21:00:00",19.0863,72.8888,CO,NA,NA,NA
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","20-04-2026 21:00:00",18.96702,72.84214,SO2,4,11,7
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","20-04-2026 21:00:00",19.1878657,72.8304069,PM2.5,2,55,25
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","20-04-2026 21:00:00",19.1878657,72.8304069,SO2,2,7,4
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","20-04-2026 21:00:00",19.1878657,72.8304069,OZONE,15,39,31
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","20-04-2026 21:00:00",19.1750,72.9419,NO2,23,44,31
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","20-04-2026 21:00:00",18.9767,72.8380,SO2,2,7,4
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","20-04-2026 21:00:00",19.11074,72.86084,CO,11,37,20
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","20-04-2026 21:00:00",19.0364585,72.8954371,PM2.5,29,50,40
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","20-04-2026 21:00:00",19.10078,72.87462,NO2,26,26,26
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","20-04-2026 21:00:00",18.910000,72.820000,NH3,4,4,4
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","20-04-2026 21:00:00",19.137500,72.915056,SO2,1,17,8
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","20-04-2026 21:00:00",19.000084,72.856730,CO,6,51,10
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","20-04-2026 21:00:00",19.060498,72.923356,PM10,53,116,86
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","20-04-2026 21:00:00",19.060498,72.923356,NO2,11,28,17
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB","20-04-2026 21:00:00",18.9942180,72.8158167,NO2,12,12,12
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","20-04-2026 21:00:00",18.536457,73.805454,PM2.5,27,85,58
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","20-04-2026 21:00:00",18.536457,73.805454,PM10,NA,NA,NA
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","20-04-2026 21:00:00",18.530085,73.849598,PM10,NA,NA,NA
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","20-04-2026 21:00:00"," 16.5038",74.3623,PM2.5,NA,NA,NA
India,Maharashtra,Satara,"Koyana Nagar, Satara - MPCB","20-04-2026 21:00:00",17.696651,74.003387,NH3,NA,NA,NA
India,Maharashtra,Pimpri-Chinchwad,"Bhumkar Nagar, Pimpri-Chinchwad - IITM","20-04-2026 21:00:00",18.605770,73.749976,CO,22,112,30
India,Maharashtra,Pimpri-Chinchwad,"Transport Nagar-Nigdi, Pimpri-Chinchwad- IITM","20-04-2026 21:00:00",18.664282,73.763966,PM10,56,106,76
India,Maharashtra,Pimpri-Chinchwad,"Transport Nagar-Nigdi, Pimpri-Chinchwad- IITM","20-04-2026 21:00:00",18.664282,73.763966,NO2,18,76,35
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","20-04-2026 21:00:00",18.459883,73.852193,PM2.5,36,94,62
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","20-04-2026 21:00:00",19.4458210,72.7988231,CO,3,106,12
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB","20-04-2026 21:00:00",26.05374,91.86796,PM2.5,3,178,38
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB","20-04-2026 21:00:00",26.05374,91.86796,NO2,1,2,1
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB","20-04-2026 21:00:00",26.05374,91.86796,NH3,NA,NA,NA
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB","20-04-2026 21:00:00",25.5803419,91.8942571,NO2,13,56,36
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","20-04-2026 21:00:00",25.5586,91.8985,PM2.5,3,37,16
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","20-04-2026 21:00:00",25.5586,91.8985,OZONE,35,68,64
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","20-04-2026 21:00:00",23.7176342,92.7192841,NO2,1,2,1
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","20-04-2026 21:00:00",23.7176342,92.7192841,OZONE,2,33,9
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","20-04-2026 21:00:00",25.6635413,94.0989878,SO2,23,36,28
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","20-04-2026 21:00:00",20.832874,85.104082,SO2,7,51,19
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","20-04-2026 21:00:00",21.643900,85.599355,OZONE,13,51,48
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","20-04-2026 21:00:00",21.847279,85.416905,PM2.5,45,100,67
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","20-04-2026 21:00:00",21.847279,85.416905,NO2,1,5,3
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","20-04-2026 21:00:00",22.18972222,84.86277778,PM2.5,76,130,87
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","20-04-2026 21:00:00",22.18972222,84.86277778,PM10,55,77,70
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","20-04-2026 21:00:00",22.220833,84.809444,NO2,15,15,15
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","20-04-2026 21:00:00",22.220833,84.809444,SO2,5,6,6
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","20-04-2026 21:00:00",22.220833,84.809444,OZONE,2,33,22
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","20-04-2026 21:00:00",22.24500000,84.88111111,NO2,9,14,9
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","20-04-2026 21:00:00",21.606865,85.510538,PM2.5,76,319,127
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","20-04-2026 21:00:00",21.606865,85.510538,PM10,75,145,101
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","20-04-2026 21:00:00",21.606865,85.510538,NH3,4,4,4
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","20-04-2026 21:00:00",20.9360711,85.1707021,PM10,7,184,91
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","20-04-2026 21:00:00",11.9309,79.8027,OZONE,6,35,21
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","20-04-2026 21:00:00",31.620000,74.876512,NO2,22,386,124
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","20-04-2026 21:00:00",30.233011,74.907758,PM2.5,35,76,59
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","20-04-2026 21:00:00",30.233011,74.907758,SO2,7,10,10
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","20-04-2026 21:00:00",31.321907,75.578914,NO2,30,40,36
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","20-04-2026 21:00:00","30.736056 ",76.209694,PM2.5,29,89,56
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","20-04-2026 21:00:00","30.736056 ",76.209694,PM10,34,105,67
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","20-04-2026 21:00:00","30.736056 ",76.209694,NO2,25,30,28
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","20-04-2026 21:00:00","30.736056 ",76.209694,NH3,6,8,7
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","20-04-2026 21:00:00",22.1166054,85.3945546,PM10,90,245,124
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","20-04-2026 21:00:00",21.941841,86.728318,CO,4,48,15
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","20-04-2026 21:00:00",20.240790,85.836784,NH3,4,7,5
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","20-04-2026 21:00:00",20.240790,85.836784,CO,18,40,27
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","20-04-2026 21:00:00",20.34652,85.81630,PM2.5,18,57,39
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","20-04-2026 21:00:00",20.34652,85.81630,PM10,34,98,64
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","20-04-2026 21:00:00",22.06156703,85.47409613,PM10,108,269,171
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","20-04-2026 21:00:00",22.06156703,85.47409613,NO2,15,16,15
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","20-04-2026 21:00:00",17.6336264,75.9132495,PM2.5,22,69,42
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","20-04-2026 21:00:00",17.65439,75.90649,NH3,3,28,7
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","20-04-2026 21:00:00",19.26777,72.97182,NH3,3,6,4
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","20-04-2026 21:00:00",19.26777,72.97182,SO2,2,7,3
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","20-04-2026 21:00:00",19.222279,72.957979,NO2,2,28,5
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","20-04-2026 21:00:00",19.235581,73.159121,CO,12,44,19
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB","20-04-2026 21:00:00","19.2307571 ",73.1551920,PM2.5,10,35,23
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","20-04-2026 21:00:00",23.555190,74.440010,NH3,2,7,4
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","20-04-2026 21:00:00",25.106006,76.469948,NH3,1,4,3
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","20-04-2026 21:00:00",25.106006,76.469948,SO2,9,32,17
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","20-04-2026 21:00:00",25.106006,76.469948,CO,2,90,25
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","20-04-2026 21:00:00",25.747299,71.393989,NH3,5,11,6
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","20-04-2026 21:00:00",27.215415,77.50873,PM10,56,141,95
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","20-04-2026 21:00:00",27.215415,77.50873,SO2,5,24,11
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","20-04-2026 21:00:00",25.339605,74.618883,NO2,NA,NA,NA
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","20-04-2026 21:00:00",30.9028,75.8086,SO2,11,18,14
India,Punjab,Patiala,"Model Town, Patiala - PPCB","20-04-2026 21:00:00",30.349388,76.366642,OZONE,15,52,36
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","20-04-2026 21:00:00",31.0325454,76.5623046,NO2,10,46,27
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","20-04-2026 21:00:00",31.0325454,76.5623046,SO2,10,17,14
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","20-04-2026 21:00:00",26.470859,74.646594,PM10,70,121,96
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","20-04-2026 21:00:00",26.470859,74.646594,OZONE,6,58,48
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","20-04-2026 21:00:00","20.48891     ","85.84768     ",PM10,48,109,81
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","20-04-2026 21:00:00","20.48891     ","85.84768     ",CO,36,103,78
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","20-04-2026 21:00:00","20.48891     ","85.84768     ",OZONE,2,82,62
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","20-04-2026 21:00:00",21.643900,85.599355,NO2,12,15,13
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","20-04-2026 21:00:00",21.8004996,83.8396977,PM10,14,138,73
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","20-04-2026 21:00:00",21.8004996,83.8396977,SO2,18,21,20
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","20-04-2026 21:00:00",28.296139,74.961696,NH3,4,8,6
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","20-04-2026 21:00:00",28.296139,74.961696,OZONE,32,148,132
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","20-04-2026 21:00:00",26.895552,76.334753,PM2.5,17,87,42
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","20-04-2026 21:00:00",26.895552,76.334753,OZONE,29,152,101
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","20-04-2026 21:00:00",26.699557,77.898881,NH3,9,14,12
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","20-04-2026 21:00:00",26.699557,77.898881,SO2,3,24,8
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","20-04-2026 21:00:00",23.837789,73.714926,NH3,NA,NA,NA
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","20-04-2026 21:00:00",23.837789,73.714926,CO,9,32,26
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","20-04-2026 21:00:00",29.610750,74.283608,CO,28,58,35
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","20-04-2026 21:00:00",26.902909,75.836858,PM2.5,44,199,117
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","20-04-2026 21:00:00",26.902909,75.836858,PM10,48,128,100
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","20-04-2026 21:00:00",26.902909,75.836858,NH3,5,15,9
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","20-04-2026 21:00:00",26.902909,75.836858,OZONE,3,24,18
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","20-04-2026 21:00:00",27.608912,75.153302,OZONE,48,145,121
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","20-04-2026 21:00:00",24.885261,72.857549,NH3,4,6,5
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","20-04-2026 21:00:00",29.931624,73.864511,NO2,12,38,21
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","20-04-2026 21:00:00",26.159933,75.780517,PM2.5,37,108,58
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","20-04-2026 21:00:00",26.159933,75.780517,NH3,4,13,8
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","20-04-2026 21:00:00",26.159933,75.780517,SO2,3,10,6
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","20-04-2026 21:00:00",24.5886166,73.6321397,SO2,1,22,7
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","20-04-2026 21:00:00",27.338530,88.614099,PM10,27,66,43
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","20-04-2026 21:00:00",25.339605,74.618883,OZONE,60,104,87
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","20-04-2026 21:00:00",28.194909,76.862296,PM10,55,236,144
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","20-04-2026 21:00:00",28.194909,76.862296,NH3,4,13,7
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","20-04-2026 21:00:00",28.207266,76.829265,NH3,4,9,6
