country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","20-04-2026 21:00:00",22.118125,83.140608,NO2,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","20-04-2026 21:00:00",22.118125,83.140608,OZONE,9,20,12
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","20-04-2026 21:00:00",22.348441,82.549611,NH3,1,1,1
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","20-04-2026 21:00:00",22.348441,82.549611,CO,6,110,15
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","20-04-2026 21:00:00",22.348441,82.549611,OZONE,2,6,5
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","20-04-2026 21:00:00",22.126650,83.483212,CO,24,53,36
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","20-04-2026 21:00:00",22.977134,72.553024,SO2,37,129,91
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","20-04-2026 21:00:00",22.977134,72.553024,CO,4,63,10
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","20-04-2026 21:00:00",23.002657,72.591912,PM2.5,55,344,102
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","20-04-2026 21:00:00",23.002657,72.591912,PM10,80,167,105
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","20-04-2026 21:00:00",23.002657,72.591912,NO2,83,88,85
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","20-04-2026 21:00:00",23.020509,72.579261,NH3,5,16,10
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","20-04-2026 21:00:00",23.016834,72.625775,NO2,1,13,5
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","20-04-2026 21:00:00",23.016834,72.625775,CO,4,116,20
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","20-04-2026 21:00:00",23.016834,72.625775,OZONE,1,72,50
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","20-04-2026 21:00:00",23.041137,72.456691,PM2.5,57,118,70
India,Delhi,Delhi,"Rohini, Delhi - DPCC","20-04-2026 21:00:00",28.732528,77.119920,PM2.5,27,356,158
India,Delhi,Delhi,"Rohini, Delhi - DPCC","20-04-2026 21:00:00",28.732528,77.119920,OZONE,4,42,38
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","20-04-2026 21:00:00",28.6514781,77.1473105,SO2,10,17,14
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","20-04-2026 21:00:00",28.6514781,77.1473105,OZONE,12,42,27
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","20-04-2026 21:00:00",28.5504249,77.2159377,CO,6,53,11
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","20-04-2026 21:00:00",28.710508,77.249485,SO2,32,77,51
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","20-04-2026 21:00:00",28.531346,77.190156,PM10,95,268,144
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","20-04-2026 21:00:00",28.531346,77.190156,SO2,16,50,24
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","20-04-2026 21:00:00",28.623763,77.287209,NO2,22,162,65
India,Delhi,Delhi,"Pusa, Delhi - DPCC","20-04-2026 21:00:00",28.639652,77.146275,PM2.5,33,340,127
India,Delhi,Delhi,"Pusa, Delhi - DPCC","20-04-2026 21:00:00",28.639652,77.146275,NO2,49,148,89
India,Delhi,Delhi,"Pusa, Delhi - IMD","20-04-2026 21:00:00",28.636110,77.173332,CO,6,111,50
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","20-04-2026 21:00:00",28.563262,77.186937,PM2.5,28,342,148
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","20-04-2026 21:00:00",28.563262,77.186937,NH3,12,15,13
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","20-04-2026 21:00:00",28.563262,77.186937,OZONE,9,60,38
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","20-04-2026 21:00:00",28.621810,77.1944633,NO2,10,46,24
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","20-04-2026 21:00:00",28.672342,77.315260,NO2,24,116,56
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","20-04-2026 21:00:00",28.672342,77.315260,OZONE,15,71,55
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","20-04-2026 21:00:00",28.699793,77.165453,SO2,15,33,21
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","20-04-2026 21:00:00",22.977134,72.553024,PM10,87,280,159
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","20-04-2026 21:00:00",22.977134,72.553024,NO2,12,125,50
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","20-04-2026 21:00:00","21.217779 ","72.834787 ",PM10,43,104,75
India,Gujarat,Surat,"Science Center, Surat - SMC","20-04-2026 21:00:00",21.170046,72.795405,NO2,NA,NA,NA
India,Gujarat,Surat,"Science Center, Surat - SMC","20-04-2026 21:00:00",21.170046,72.795405,SO2,NA,NA,NA
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","20-04-2026 21:00:00",22.320153,73.216285,CO,75,100,80
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","20-04-2026 21:00:00",20.362421,72.918013,PM2.5,NA,NA,NA
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","20-04-2026 21:00:00",22.969611,72.643500,NO2,52,103,70
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","20-04-2026 21:00:00",22.969611,72.643500,OZONE,31,45,45
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","20-04-2026 21:00:00",28.3419248,77.319699,PM2.5,44,221,94
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","20-04-2026 21:00:00",28.3419248,77.319699,PM10,187,336,260
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","20-04-2026 21:00:00",28.3419248,77.319699,CO,12,104,68
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","20-04-2026 21:00:00",23.163798,72.677768,NH3,5,12,7
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","20-04-2026 21:00:00",23.163798,72.677768,OZONE,3,103,64
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","20-04-2026 21:00:00",23.243639,72.68994,CO,19,88,26
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","20-04-2026 21:00:00",23.221714,72.654328,PM2.5,63,105,84
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","20-04-2026 21:00:00",23.041137,72.456691,NO2,4,53,18
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","20-04-2026 21:00:00",23.041137,72.456691,SO2,6,13,8
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","20-04-2026 21:00:00",23.076793,72.627874,PM2.5,35,91,62
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","20-04-2026 21:00:00",23.076793,72.627874,PM10,94,166,121
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","20-04-2026 21:00:00",23.593150,72.372792,OZONE,9,15,14
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","20-04-2026 21:00:00",30.1480566,77.2893471,SO2,10,15,12
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","20-04-2026 21:00:00",30.943887,76.801991,NO2,4,44,19
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","20-04-2026 21:00:00",30.943887,76.801991,SO2,24,28,26
India,Jammu_and_Kashmir,Pampore,"Khrew, Pampore - JKPCC","20-04-2026 21:00:00",34.031606,75.009712,PM2.5,NA,NA,NA
India,Jammu_and_Kashmir,Pampore,"Khrew, Pampore - JKPCC","20-04-2026 21:00:00",34.031606,75.009712,NO2,NA,NA,NA
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC","20-04-2026 21:00:00",34.06313,74.96017,PM2.5,6,24,14
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC","20-04-2026 21:00:00",34.06313,74.96017,PM10,33,80,51
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","20-04-2026 21:00:00",34.066206,74.819820,PM2.5,13,30,20
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","20-04-2026 21:00:00",23.80569,86.44268,PM10,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","20-04-2026 21:00:00",23.80569,86.44268,SO2,NA,NA,NA
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","20-04-2026 21:00:00",23.707909,86.414670,CO,38,40,39
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","20-04-2026 21:00:00",27.9002,76.9938,NH3,9,11,10
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","20-04-2026 21:00:00",27.9002,76.9938,CO,21,34,27
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","20-04-2026 21:00:00",27.9002,76.9938,OZONE,23,31,26
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","20-04-2026 21:00:00",28.1485564,77.3320667,PM2.5,51,318,115
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","20-04-2026 21:00:00",28.1485564,77.3320667,NH3,8,9,9
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","20-04-2026 21:00:00",28.1485564,77.3320667,SO2,12,13,13
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","20-04-2026 21:00:00",28.3153,76.9143,NH3,2,4,3
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","20-04-2026 21:00:00",28.3153,76.9143,CO,16,54,22
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","20-04-2026 21:00:00",30.7057778,76.8531805555555,PM2.5,33,103,72
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","20-04-2026 21:00:00",16.172806,75.659694,NO2,11,12,12
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","20-04-2026 21:00:00",16.172806,75.659694,OZONE,11,13,12
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","20-04-2026 21:00:00",15.888653,74.541751,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","20-04-2026 21:00:00",12.9352049,77.6814488,CO,35,39,38
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","20-04-2026 21:00:00",12.951913,77.539784,NH3,2,3,2
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","20-04-2026 21:00:00",12.951913,77.539784,OZONE,29,117,73
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","20-04-2026 21:00:00",12.9756843,77.5660749,PM10,NA,NA,NA
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","20-04-2026 21:00:00",28.4417,77.3217,OZONE,10,10,10
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","20-04-2026 21:00:00",28.4227,77.0667,NO2,4,10,6
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","20-04-2026 21:00:00",28.4275,77.1465,PM10,72,137,111
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","20-04-2026 21:00:00",28.4275,77.1465,NH3,11,20,16
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","20-04-2026 21:00:00",28.4275,77.1465,SO2,1,18,9
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","20-04-2026 21:00:00",28.4275,77.1465,OZONE,10,38,19
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","20-04-2026 21:00:00",28.4501238,77.0263051,PM2.5,76,161,110
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","20-04-2026 21:00:00",28.4501238,77.0263051,PM10,100,162,118
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","20-04-2026 21:00:00",28.593883,76.270653,CO,10,25,14
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","20-04-2026 21:00:00",28.206800,76.799700,NH3,9,25,19
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","20-04-2026 21:00:00",28.39072,77.30059,PM10,84,94,90
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","20-04-2026 21:00:00",28.39072,77.30059,NO2,24,26,25
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","20-04-2026 21:00:00",28.376058,77.315741,PM10,128,378,201
India,Haryana,Jind,"Police Lines, Jind - HSPCB","20-04-2026 21:00:00",29.307814,76.337619,NO2,33,47,38
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","20-04-2026 21:00:00",29.8006,76.4155,CO,3,68,28
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","20-04-2026 21:00:00",29.695300,77.002700,NO2,6,7,6
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","20-04-2026 21:00:00",29.695300,77.002700,NH3,6,7,6
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","20-04-2026 21:00:00",29.695300,77.002700,OZONE,16,46,38
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","20-04-2026 21:00:00",29.966942,76.875879,PM2.5,35,145,92
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","20-04-2026 21:00:00",30.7057778,76.8531805555555,OZONE,5,68,61
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","20-04-2026 21:00:00",29.432304,76.972765,PM10,NA,NA,NA
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","20-04-2026 21:00:00",29.027200,77.062100,NH3,21,21,21
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","20-04-2026 21:00:00",29.027200,77.062100,SO2,1,19,7
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","20-04-2026 21:00:00",12.9756843,77.5660749,CO,60,62,61
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","20-04-2026 21:00:00",12.920984,77.584908,CO,6,48,37
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","20-04-2026 21:00:00",12.7816279,77.6299145,NH3,3,3,3
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","20-04-2026 21:00:00",13.003872,77.664217,NO2,37,39,38
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","20-04-2026 21:00:00",13.0246342,77.5080115,NO2,23,24,23
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","20-04-2026 21:00:00",13.0246342,77.5080115,NH3,4,4,4
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","20-04-2026 21:00:00",22.6780,75.8559,OZONE,6,10,8
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","20-04-2026 21:00:00",22.7084,75.8815,PM2.5,21,63,43
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","20-04-2026 21:00:00",22.7084,75.8815,PM10,27,79,50
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","20-04-2026 21:00:00",23.163174,79.973061,SO2,1,5,3
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","20-04-2026 21:00:00",23.142888,79.916147,SO2,9,13,11
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","20-04-2026 21:00:00",23.168606,79.932247,PM10,78,177,117
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","20-04-2026 21:00:00",23.168606,79.932247,CO,61,112,66
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","20-04-2026 21:00:00",23.218135,79.957770,PM2.5,27,70,42
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","20-04-2026 21:00:00",23.218135,79.957770,NO2,43,52,50
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","20-04-2026 21:00:00",23.218135,79.957770,NH3,3,3,3
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","20-04-2026 21:00:00",23.218135,79.957770,SO2,10,28,15
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","20-04-2026 21:00:00",26.203442,78.193251,PM10,53,123,80
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","20-04-2026 21:00:00",26.203442,78.193251,NO2,21,121,56
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","20-04-2026 21:00:00",26.259242,78.216432,OZONE,26,145,96
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","20-04-2026 21:00:00",26.200388,78.147714,PM2.5,15,85,39
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","20-04-2026 21:00:00",26.200388,78.147714,NH3,4,5,4
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","20-04-2026 21:00:00",22.7289,75.8076,PM10,41,124,72
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","20-04-2026 21:00:00",22.7289,75.8076,NO2,3,7,5
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","20-04-2026 21:00:00",22.7289,75.8076,CO,48,56,50
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","20-04-2026 21:00:00",22.7289,75.8076,OZONE,7,22,19
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","20-04-2026 21:00:00",22.4310,75.5213,NO2,38,116,76
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","20-04-2026 21:00:00",22.4310,75.5213,CO,24,68,43
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","20-04-2026 21:00:00",8.5149093,76.9435879,CO,8,22,16
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","20-04-2026 21:00:00",23.264759,77.381568,NO2,16,64,30
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","20-04-2026 21:00:00",23.264759,77.381568,NH3,5,7,6
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","20-04-2026 21:00:00",23.210494,77.425409,NH3,6,8,7
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","20-04-2026 21:00:00",23.210494,77.425409,OZONE,32,62,56
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","20-04-2026 21:00:00",23.233584,77.400574,PM2.5,27,79,54
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","20-04-2026 21:00:00",23.233584,77.400574,NO2,14,99,32
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","20-04-2026 21:00:00",22.9682591,76.064118,PM2.5,27,184,76
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","20-04-2026 21:00:00",22.9682591,76.064118,CO,22,54,32
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","20-04-2026 21:00:00",12.917348,77.622813,PM2.5,62,91,78
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","20-04-2026 21:00:00",12.917348,77.622813,NO2,7,24,14
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","20-04-2026 21:00:00",11.55358,76.55521,OZONE,13,30,26
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","20-04-2026 21:00:00",13.428828,77.731418,PM2.5,40,94,64
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","20-04-2026 21:00:00",13.428828,77.731418,CO,20,67,60
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","20-04-2026 21:00:00",13.328028,75.797056,NO2,NA,NA,NA
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","20-04-2026 21:00:00",13.328028,75.797056,CO,11,137,19
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","20-04-2026 21:00:00",15.459706,75.008381,NH3,7,7,7
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","20-04-2026 21:00:00",23.50016,80.23284,PM2.5,32,170,81
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","20-04-2026 21:00:00",23.331731,75.045981,SO2,38,51,42
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","20-04-2026 21:00:00",23.838586,78.759431,CO,18,70,25
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","20-04-2026 21:00:00",23.8640158,78.80289321,NO2,NA,NA,NA
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","20-04-2026 21:00:00",24.58434363,80.8549414,PM2.5,49,51,50
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","20-04-2026 21:00:00",24.58434363,80.8549414,NO2,12,13,12
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","20-04-2026 21:00:00",12.733409,77.298051,OZONE,16,72,65
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","20-04-2026 21:00:00",16.802639,75.722694,NH3,3,4,4
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","20-04-2026 21:00:00",16.7602,77.1428,CO,29,62,51
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","20-04-2026 21:00:00",11.875000,75.373200,PM10,57,78,64
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","20-04-2026 21:00:00",11.875000,75.373200,OZONE,30,34,31
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","20-04-2026 21:00:00",15.459706,75.008381,OZONE,40,41,40
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","20-04-2026 21:00:00",15.3714823,75.1160168,NO2,NA,NA,NA
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","20-04-2026 21:00:00",15.347630,76.181767,NO2,NA,NA,NA
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","20-04-2026 21:00:00",12.733409,77.298051,NH3,3,7,4
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","20-04-2026 21:00:00",12.733409,77.298051,SO2,16,26,22
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","20-04-2026 21:00:00",24.108970,82.645580,NO2,15,29,17
India,"Madhya Pradesh",Ujjain,"Mahashweta Nagar, Ujjain - MPPCB","20-04-2026 21:00:00",23.1633321,75.800225,NO2,28,72,49
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","20-04-2026 21:00:00",20.719516,77.000253,PM10,38,191,77
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","20-04-2026 21:00:00",20.719516,77.000253,SO2,16,29,23
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","20-04-2026 21:00:00",19.10078,72.87462,PM10,50,89,64
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","20-04-2026 21:00:00",18.910000,72.820000,PM2.5,6,42,20
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","20-04-2026 21:00:00",18.910000,72.820000,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","20-04-2026 21:00:00",18.910000,72.820000,CO,69,86,83
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","20-04-2026 21:00:00",19.04946,72.9230,PM2.5,7,140,57
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","20-04-2026 21:00:00",19.083694,72.920967,NO2,8,37,19
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","20-04-2026 21:00:00",19.083694,72.920967,CO,4,23,13
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","20-04-2026 21:00:00",19.215859,72.831718,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","20-04-2026 21:00:00",19.215859,72.831718,OZONE,29,49,37
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","20-04-2026 21:00:00",19.0632143,72.8456324,PM2.5,25,66,43
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","20-04-2026 21:00:00",19.16485,73.23409,PM10,67,109,90
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","20-04-2026 21:00:00",19.16485,73.23409,CO,24,44,28
India,Maharashtra,Beed,"Bir, Beed - MPCB","20-04-2026 21:00:00",18.988474,75.753873,CO,NA,NA,NA
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","20-04-2026 21:00:00",19.0243902,73.0406721,NO2,21,111,54
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","20-04-2026 21:00:00",19.309073,73.057223,PM2.5,43,95,66
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","20-04-2026 21:00:00",19.309073,73.057223,SO2,5,17,11
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","20-04-2026 21:00:00",19.786089,72.757971,PM10,56,59,58
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","20-04-2026 21:00:00",19.786089,72.757971,CO,32,32,32
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","20-04-2026 21:00:00",19.962900,79.298714,PM2.5,33,206,71
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","20-04-2026 21:00:00",18.1023399,73.4783687,OZONE,12,74,64
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","20-04-2026 21:00:00",20.555712,74.529236,PM10,71,150,113
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","20-04-2026 21:00:00",19.296481,72.840923,NH3,3,7,5
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","20-04-2026 21:00:00",19.296481,72.840923,SO2,8,10,9
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","20-04-2026 21:00:00",19.296481,72.840923,OZONE,4,24,18
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","20-04-2026 21:00:00",19.053536,72.84643,NO2,14,92,35
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","20-04-2026 21:00:00",19.23241,72.86895,PM2.5,41,82,59
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","20-04-2026 21:00:00",19.1653323,72.922099,NO2,12,39,20
